IDerDate,IDerID,Box #,SampDate,Sample #,SiteID,ScientificName,Fish_length,Fish_weight,Name,Count,Tin (g) ,Tin + Sample (g) ,Sample (g),LifeStage,Weight Method
08-Aug-17,Crow,1529,2012-09-04,4,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.319,1.3442,0.0252,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,4,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.319,2.1046,0.7856,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,4,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3133,3.7003,2.387,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,4,GRFGR1,Oncorhynchus mykiss,,,Trombidiformes,NA,,,,NA,Blotted
20-Dec-17,Crow,1529,2012-09-04,5,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3046,1.3138,0.0092,NA,Blotted
20-Dec-17,Crow,1529,2012-09-04,5,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3042,1.3171,0.0129,NA,Blotted
20-Dec-17,Crow,1529,2012-09-04,5,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3046,1.3393,0.0347,NA,Blotted
20-Dec-17,Crow,1529,2012-09-04,5,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3042,1.4421,0.1379,NA,Blotted
20-Dec-17,Crow,1529,2012-09-04,5,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.2918,2.1786,0.8868,NA,Blotted
25-Oct-17,Crow,1529,2012-09-04,6,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.3298,1.3317,0.0019,NA,Blotted
25-Oct-17,Crow,1529,2012-09-04,6,GRFGR1,Salmo trutta,,,Diptera,NA,1.3298,1.334,0.0042,NA,Blotted
25-Oct-17,Crow,1529,2012-09-04,6,GRFGR1,Salmo trutta,,,Organic,NA,1.3289,1.3378,0.0089,NA,Blotted
25-Oct-17,Crow,1529,2012-09-04,6,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3282,1.8681,0.5399,NA,Blotted
25-Oct-17,Crow,1529,2012-09-04,6,GRFGR1,Salmo trutta,,,Other  ,NA,,,,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Collembola,NA,1.3267,1.329,0.0023,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Diplostraca,NA,1.3267,1.33,0.0033,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Arachnida,NA,1.3267,1.3356,0.0089,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.3267,1.3405,0.0138,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Coleoptera,NA,1.3267,1.3407,0.014,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Hymenoptera,NA,1.3267,1.3427,0.016,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Hemiptera,NA,1.3266,1.3433,0.0167,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Isopoda,NA,1.3267,1.347,0.0203,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3266,1.3491,0.0225,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3266,1.5738,0.2472,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3266,1.6731,0.3465,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.328,2.1019,0.7739,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3267,4.3276,3.0009,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Oligochaeta,NA,,,,NA,Blotted
05-Feb-18,Crow,1529,2012-09-04,7,GRFGR1,Oncorhynchus mykiss,,,Trombidiformes,NA,,,,NA,Blotted
04-Dec-17,Crow,1529,2012-09-04,8,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3001,1.3325,0.0324,NA,Blotted
04-Dec-17,Crow,1529,2012-09-04,8,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3003,1.3679,0.0676,NA,Blotted
04-Dec-17,Crow,1529,2012-09-04,8,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3003,1.5741,0.2738,NA,Blotted
04-Dec-17,Crow,1529,2012-09-04,8,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.2997,3.027,1.7273,NA,Blotted
04-Dec-17,Crow,1529,2012-09-04,8,GRFGR1,Oncorhynchus mykiss,,,Diplostraca,NA,,,,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.328,1.3292,0.0012,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.328,1.3294,0.0014,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3282,1.3352,0.007,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3284,1.3495,0.0211,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.328,1.3575,0.0295,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3209,1.8873,0.5664,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,9,GRFGR1,Oncorhynchus mykiss,,,Trombidiformes,NA,,,,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3199,1.3206,0.0007,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.32,1.3228,0.0028,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3199,1.33,0.0101,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3199,1.332,0.0121,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3199,1.3398,0.0199,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,10,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3076,2.8619,1.5543,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3047,1.3096,0.0049,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3061,1.3115,0.0054,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3061,1.3331,0.027,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3061,1.3535,0.0474,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3061,1.4959,0.1898,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3097,2.6678,1.3581,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Corixidae,NA,,,,NA,Blotted
29-Nov-17,Crow,1529,2012-09-04,11,GRFGR1,Oncorhynchus mykiss,,,Diplostraca,NA,,,,NA,Blotted
23-Dec-17,Crow ,1529,2012-09-04,12,GRFGR1,Salmo trutta,,,Organic,NA,1.3363,1.3374,0.0011,NA,Blotted
23-Dec-17,Crow ,1529,2012-09-04,12,GRFGR1,Salmo trutta,,,Diptera,NA,1.336,1.3376,0.0016,NA,Blotted
23-Dec-17,Crow ,1529,2012-09-04,12,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.336,1.3432,0.0072,NA,Blotted
23-Dec-17,Crow ,1529,2012-09-04,12,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3328,2.0382,0.7054,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,13,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3074,1.3086,0.0012,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,13,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3075,1.3093,0.0018,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,13,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3075,1.319,0.0115,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,13,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3293,1.8475,0.5182,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,13,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,,,,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3147,1.3218,0.0071,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3146,1.3315,0.0169,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3146,1.3733,0.0587,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3147,1.4214,0.1067,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3153,1.594,0.2787,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3154,4.5415,3.2261,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,14,GRFGR1,Oncorhynchus mykiss,,,Oligochaeta,NA,,,,NA,Blotted
16-May-17,Crow,1529,2012-09-04,15,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.2839,1.2853,0.0014,NA,Blotted
16-May-17,Crow,1529,2012-09-04,15,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.284,1.2894,0.0054,NA,Blotted
16-May-17,Crow,1529,2012-09-04,15,GRFGR1,Salmo trutta,,,Organic,NA,1.2841,1.3996,0.1155,NA,Blotted
16-May-17,Crow,1529,2012-09-04,15,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.2826,1.988,0.7054,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.3108,1.3132,0.0024,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Diptera,NA,1.3111,1.3186,0.0075,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.3118,1.3635,0.0517,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Organic,NA,1.3116,1.4004,0.0888,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.329,2.1532,0.8242,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,16,GRFGR1,Salmo trutta,,,Diplostraca,NA,,,,NA,Blotted
12-Jun-17,Crow,1529,2012-09-04,17,GRFGR1,Salmo trutta,,,Diptera,NA,1.3177,1.3182,0.0005,NA,Blotted
12-Jun-17,Crow,1529,2012-09-04,17,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.3172,1.3258,0.0086,NA,Blotted
12-Jun-17,Crow,1529,2012-09-04,17,GRFGR1,Salmo trutta,,,Organic,NA,1.3173,1.3399,0.0226,NA,Blotted
12-Jun-17,Crow,1529,2012-09-04,17,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3172,2.484,1.1668,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,18,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.3257,1.3536,0.0279,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,18,GRFGR1,Salmo trutta,,,Organic,NA,1.3257,1.3567,0.031,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,18,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3185,2.2466,0.9281,NA,Blotted
10-Jan-18,Crow,1529,2012-09-04,18,GRFGR1,Salmo trutta,,,Other  ,NA,,,,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,19,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3198,1.3248,0.005,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,19,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.319,1.3911,0.0721,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,19,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3324,1.5588,0.2264,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,19,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3191,1.5635,0.2444,NA,Blotted
23-Dec-17,Crow,1529,2012-09-04,19,GRFGR1,Oncorhynchus mykiss,,,Diplostraca,NA,,,,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3349,1.3358,0.0009,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3341,1.3355,0.0014,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.3338,1.3359,0.0021,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.334,1.344,0.01,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Lepidoptera,NA,1.3333,1.3469,0.0136,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3348,1.389,0.0542,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3341,1.6,0.2659,NA,Blotted
21-Dec-17,Crow,1529,2012-09-04,20,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3164,2.7244,1.408,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.3028,1.304,0.0012,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.303,1.3156,0.0126,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.303,1.3303,0.0273,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3036,2.0571,0.7535,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,,,,NA,Blotted
26-Jul-17,Crow,1529,2012-09-04,21,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,,,,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,22,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.3245,1.3258,0.0013,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,22,GRFGR1,Salmo trutta,,,Diptera,NA,1.3245,1.3317,0.0072,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,22,GRFGR1,Salmo trutta,,,Organic,NA,1.3245,1.699,0.3745,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,22,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3151,5.9357,4.6206,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,22,GRFGR1,Salmo trutta,,,Oligochaeta,NA,,,,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Hemiptera,NA,1.3327,1.3391,0.0064,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.3309,1.3385,0.0076,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.332,1.3452,0.0132,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3319,1.4237,0.0918,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3308,1.9982,0.6674,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3007,2.7857,1.485,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,,,,NA,Blotted
25-May-17,Crow,1529,2012-09-04,23,GRFGR1,Oncorhynchus mykiss,,,Oligochaeta,NA,,,,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3166,1.3205,0.0039,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3163,1.3213,0.005,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3163,1.3241,0.0078,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3159,1.5706,0.2547,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Diplostraca,NA,,,,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Oligochaeta,NA,,,,NA,Blotted
20-Jan-18,Crow,1529,2012-09-04,24,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,,,,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Diptera,NA,1.3157,1.3169,0.0012,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.315,1.3524,0.0374,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Organic,NA,1.3152,1.7232,0.408,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.315,2.8372,1.5222,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,,,,NA,Blotted
30-May-17,Crow,1529,2012-09-04,25,GRFGR1,Salmo trutta,,,Other  ,NA,,,,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Diptera,NA,1.3074,1.3376,0.0302,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Hymenoptera,NA,1.308,1.343,0.035,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Organic,NA,1.306,1.357,0.051,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Ephemeroptera,NA,1.3074,1.6055,0.2981,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3256,2.782,1.4564,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Diplostraca,NA,,,,NA,Blotted
01-Sep-17,Crow,1529,2012-09-04,26,GRFGR1,Salmo trutta,,,Other  ,NA,,,,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Other  ,NA,1.3039,1.3174,0.0135,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Trichoptera,NA,1.304,1.3248,0.0208,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Diptera,NA,1.3039,1.5794,0.2755,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Diplopeda,NA,1.304,1.6817,0.3777,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Organic,NA,1.304,1.7553,0.4513,NA,Blotted
26-Jan-18,Crow,1529,2012-09-04,27,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3164,3.8873,2.5709,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Hemiptera,NA,1.3035,1.3043,0.0008,NA,Blotted
23-May-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.3289,1.335,0.0061,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Gastropoda,NA,1.3017,1.309,0.0073,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3032,1.3167,0.0135,NA,Blotted
23-May-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3285,1.3612,0.0327,NA,Blotted
23-May-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Diptera,NA,1.3287,1.3648,0.0361,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Ephemeroptera,NA,1.303,1.3589,0.0559,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3017,1.3637,0.062,NA,Blotted
23-May-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.3284,1.4219,0.0935,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Trichoptera,NA,1.303,1.5305,0.2275,NA,Blotted
23-May-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Amphipoda,NA,1.3232,6.1078,4.7846,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Organic,NA,1.3028,7.23,5.9272,NA,Blotted
08-Aug-17,Crow,1529,2012-09-04,28,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,,,,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Diptera,NA,1.3198,1.3337,0.0139,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Gastropoda,NA,1.3198,1.3887,0.0689,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Other  ,NA,1.3199,1.4716,0.1517,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Arthropoda,NA,1.3199,1.871,0.5511,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Organic,NA,1.3196,1.887,0.5674,NA,Blotted
30-Jan-18,Crow,1529,2012-09-04,29,GRFGR1,Salmo trutta,,,Amphipoda,NA,1.3173,5.2262,3.9089,NA,Blotted
09-Aug-17,Crow,1529,2012-09-04,30,GRFGR1,Oncorhynchus mykiss,,,Other  ,NA,1.3236,1.324,0.0004,NA,Blotted
